,id,no_civique,rue,no_local,code_postal,etage,entreprise,telephone,enfant,type_etablissement,usage_1,usage_2,usage_3,type_scian,secteur_nom,classe_nom,neq,secteur_commercial,grandes_chaines,date_creation,date_modification,Longitude,Latitude
916,d52590ff-616a-4cc3-947f-df686de44698,59,Rue Saint-Joseph,B,J1C 0P6,2,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Brompton,False,2020-07-14,2024-07-11,-71.9404326,45.475107
919,dfd13961-451a-46f6-9f36-4d492fb9e54b,68,Rue Saint-Lambert,,J1C 0N7,1,LE STAR-THÉ,819 791-4520,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Café, salon de thé, bar à smoothies",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,,Brompton,False,2020-07-14,2024-07-11,-71.9414525,45.474142
920,26a7f302-52cc-4481-8654-fbf1c00ca147,103,Rue Saint-Lambert,,J1C 0N8,1,PHARMACIE PROXIM,819 846-2713,False,Commerce,Biens courants,Pharmacies,Pharmacies,456110.0,Commerce de détail,Pharmacies,1165875023.0,Brompton,True,2020-07-14,2024-07-11,-71.93998549999999,45.4740884
921,92e5740f-f33a-444d-85d1-d17285c05704,169,Route de Windsor,,J1C 0E5,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Brompton,False,2020-07-14,2024-07-11,-71.9454949,45.4816681
922,315c95d3-829b-4ff9-a6bf-1c1278f9991b,55,Rue Saint-Lambert,,J1C 0N7,1,COIFFURE STATION,819 674-6717,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure unisexes,812116.0,Autres services (sauf les administrations publiques),Salons de coiffure unisexes,2273221608.0,Brompton,False,2020-07-14,2024-07-11,-71.94158449999999,45.4746182
923,1a19e4bf-408e-452f-9ee5-cd0535a5e3cd,22,Rue Saint-Joseph,,J1C 0P6,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Brompton,False,2020-07-14,2024-07-11,-71.9415559,45.474975
925,1310039f-88e6-4bdf-b9dc-17145705a15f,149,Rue du Curé-LaRocque,,J1C 0T2,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Brompton,False,2020-07-14,2024-07-11,-71.9484655,45.473676600000005
926,41d14255-2623-462e-ab07-a27e43392aa1,129,Rue du Frère-Théode,,J1C 0S3,2,LES FRÈRES DU SACRÉ-COEUR,819 846-2739,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1142998005.0,Brompton,False,2020-07-14,2024-07-15,-71.95310669999999,45.471897
927,a178a36f-06ba-4f1d-b119-09ea80c6f837,125,Rue du Frère-Théode,,J1C 0S3,"-1,1, 2, 3",ÉCOLE SECONDAIRE DE BROMPTONVILLE,819 846-2738,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,1142292250.0,Brompton,False,2020-07-14,2024-07-15,-71.95310669999999,45.471897
929,4fc62a3e-a2b6-48a9-8916-7102f69cbb42,127,Rue du Frère-Théode,,J1C 0S3,1,ESPACE LOISIRS BROMPTON,819 345-1914,False,Commerce,Organismes publics et privés,"Organismes communautaires, fondations, groupes de citoyens",Organisations civiques et sociales,813410.0,Autres services (sauf les administrations publiques),Organisations civiques et sociales,1163596472.0,Brompton,False,2021-11-01,2024-07-15,-71.9534688,45.4712966
930,90619e46-9d94-4d4e-9966-ee6802cd4e6f,151,Rue Saint-Lambert,,J1C 0N8,1,ATELIER MÉCANIQUE L.J,819 846-4020,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1143098359.0,Brompton,False,2020-07-14,2024-07-11,-71.9378014,45.4733369
931,f374a8b3-4e82-47d5-89d1-7fc7f7715732,400,Rue Laval,,J1C 0R1,1,FTC ÉLECTRIQUE INC.,819 481-1526,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en travaux d'électricité et en installation de câblage,238210.0,Construction,Entrepreneurs en travaux d'électricité et en installation de câblage,1148522676.0,Brompton,False,2020-07-14,2024-07-16,-71.9513212,45.4677497
939,34acdb01-8784-4127-9b37-50968667bd93,65,Rue de la Croix,,J1C 0M2,1,CSSS-IUGS (RUE DE LA CROIX),819 636-0119,False,Institution,Organismes publics et privés,Organismes publics,Établissements communautaires de soins pour personnes âgées,623310.0,Soins de santé et assistance sociale,Établissements communautaires de soins pour personnes âgées,8813818596.0,Brompton,False,2020-07-14,2024-07-11,-71.9454427,45.4711377
940,f79c3df3-7f37-442e-bee5-59935b3978f7,11,Rue Véronneau,,J1C 0K2,1,ÉBÉNISTERIE LOUIS BLAIS,819 846-6485,False,Commerce de gros/para-industriel,Fabrication,Mobilier,Fabrication d'autres meubles de maison en bois,337123.0,Fabrication,Fabrication d'autres meubles de maison en bois,1161238036.0,Brompton,False,2021-04-29,2024-07-16,-71.9340565,45.4595943
941,bf270558-eded-4ca2-aa5b-1ae872f057cf,185,Rue Laval,,J1C 0R1,1,ROTISSERIE CHANTECLERC,819 636-0358,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,3374852054.0,Brompton,False,2020-07-14,2024-07-11,-71.94730969999999,45.4711446
942,4635e9ac-94e5-4392-8313-92c527f1ab75,35,Rue du Curé-LaRocque,,J1C 0T2,1,CHEZ PRAXÈDE,,False,Commerce,Organismes publics et privés,"Organismes communautaires, fondations, groupes de citoyens",Organismes d'action sociale,813310.0,Autres services (sauf les administrations publiques),Organismes d'action sociale,1177606036.0,Brompton,False,2022-12-15,2024-07-11,-71.9451287,45.4747718
943,6ba9bf2b-01fd-430b-a967-d07353870a78,93,Rue du Curé-LaRocque,,J1C 0T2,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Brompton,False,2020-07-31,2024-07-11,-71.94610899999999,45.4742289
945,468f2c6d-8a0a-43f6-9aa2-fa8968b06cc9,165,Rue du Curé-LaRocque,,J1C 0T2,1,CPE LES STROUMPS,819 846-4566,False,Commerce,Services professionnels,Centre de la petite enfance (CPE) et garderie,Services de garderie,624410.0,Soins de santé et assistance sociale,Services de garderie,1142095935.0,Brompton,False,2020-07-14,2024-07-11,-71.9491701,45.473655
946,f57951a4-5f20-492a-a40b-09b8266faf61,2501,Chemin des Écossais,,J1C 0J5,"-1, 1",PA DUBOIS ÉLECTRIQUE,819 566-0080,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en travaux d'électricité et en installation de câblage,238210.0,Construction,Entrepreneurs en travaux d'électricité et en installation de câblage,1143148097.0,Brompton,False,2020-07-14,2024-07-15,-71.9598032,45.4492056
947,0b5fa0c2-cc41-414c-94ab-605f8cd22188,520,Rue du Parc-Industriel,,J1C 0J2,"-1, 1",MOTEL ÉCONO NUIT,819 846-6788,False,Commerce,"Restauration, divertissement et hôtellerie",Hôtellerie,Motels,721114.0,Services d'hébergement et de restauration,Motels,1161833067.0,Brompton,False,2020-07-14,2024-07-15,-71.9648178,45.4650806
948,64b1a0f6-c459-44fb-b9d2-c9f415344380,546,Rue du Parc-Industriel,,J1C 0J2,"1,2",CONSTRUCTIONS FRANCIS VACHON,819 846-1515,False,Commerce de gros/para-industriel,Construction,Construction,Construction résidentielle,236110.0,Construction,Construction résidentielle,1166891524.0,Brompton,False,2020-07-14,2024-07-16,-71.96364160000002,45.4617043
953,63c5fdbc-dc26-42bb-87dc-87d6564f87ec,1030,Rue de l'Ardoise,,J1C 0B1,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Brompton,False,2020-07-14,2024-07-11,-71.96080789999999,45.4490707
954,3ad6d1f8-1580-440d-82a0-9a928601bb0b,33,Rue Winder,,J1M 1L5,1,CENTRE DE FORMARTION PROFESSIONNELLE LENNOXVILLE,819 563-5627,False,Commerce de gros/para-industriel,Services d'enseignement,Services d'enseignement,Formation professionnelle et perfectionnement en gestion,611430.0,Services d'enseignement,Formation professionnelle et perfectionnement en gestion,,Lennoxville,False,2023-10-30,2024-06-18,-71.85399360934808,45.35533080376727
955,fbc37338-7b2a-4eb2-a664-1e0fec28df6f,89,Rue Queen,,J1M 1J5,1,COUCHE-TARD,819 821-4777,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1142811703.0,Lennoxville,True,2020-02-18,2024-06-25,-71.8571489,45.3654117
956,86536908-6dd7-4846-8be1-f0173d521425,9,Rue Queen,,J1M 1H8,"1,2",JLD LAGUË,819 564-8850,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,"Grossistes-marchands de machines et matériel pour l'agriculture, l'entretien des pelouses et le jardinage",417110.0,Commerce de gros,"Grossistes-marchands de machines et matériel pour l'agriculture, l'entretien des pelouses et le jardinage",1167526293.0,Lennoxville,False,2021-01-06,2024-06-18,-71.8599084,45.3569585
957,dc9c9b9c-5295-4157-a503-5099ece3ac74,5,Rue Charlotte,,J1M 2J9,"1, 2",CPE L'OISEAU D'OR,819 346-2820,False,Commerce,Services professionnels,Centre de la petite enfance (CPE) et garderie,Services de garderie,624410.0,Soins de santé et assistance sociale,Services de garderie,1147437249.0,Lennoxville,False,2021-09-30,2024-06-14,-71.8616028,45.3734954
958,54a1d529-8050-48a8-ae93-e97d4fa83453,175,Rue Queen,101,J1M 1K1,1,SAQ,819 565-8011,False,Commerce,Biens courants,Biens récréatifs,"Magasins de bière, de vin et de spiritueux",445320.0,Commerce de détail,"Détaillants de bière, de vin et de spiritueux",1144941458.0,Lennoxville,True,2020-02-18,2024-06-21,-71.8574399,45.3695746
960,fef42a46-70dd-4674-8351-9bbb7df213a1,3175,Rue College,,J1M 0E7,1,CASERNE INCENDIE LENNOXVILLE,819 823-8000,False,Institution,Organismes publics et privés,Organismes publics,Services municipaux de lutte contre les incendies,913140.0,Administrations publiques,Services municipaux de lutte contre les incendies,8831854920.0,Lennoxville,False,2020-02-18,2024-06-18,-71.87332219999999,45.3652255
961,e4873b60-1e1e-4171-822f-d6306e8ccc0e,3355,Rue College,,J1M 0B8,1,RÉSEAU DU PATRIMOINE ANGLOPHONE DU QUÉBEC,819 564-9595,False,Commerce,Organismes publics et privés,"Organismes communautaires, fondations, groupes de citoyens",Organismes d'action sociale,813310.0,Autres services (sauf les administrations publiques),Organismes d'action sociale,1161425054.0,Lennoxville,False,2020-02-18,2024-06-18,-71.8763526,45.364792
963,a58dad64-51dc-4f7b-b0bc-b69f95556233,1650,Rue Wellington Sud,,J1M 1K9,1,SERRE EN VILLE,819 565-3053,False,Commerce,Biens semi-courants,"Quincaillerie, centre de rénovation, jardinage",Pépinières et centres de jardinage,444240.0,Commerce de détail,Pépinières et centres de jardinage,2276091123.0,Lennoxville,False,2020-02-18,2024-06-14,-71.8738338,45.3819272
964,4f8b3e11-58aa-4837-9f06-0f2694ceec5e,300,Rue Queen,,J1M 1K6,1,EUROLUX DUCLOS,819 791-3812,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1177401255.0,Lennoxville,False,2022-06-16,2024-06-14,-71.864578,45.377329
965,3bc23d59-fa78-4524-b875-93917642f32c,294,Rue Queen,,J1M 1K6,"1,2",L’AMI DENIS SHERBROOKE,819 565-1376,False,Commerce,Biens réfléchis,Vente de véhicule,"Concessionnaires de motocyclettes, de bateaux et d'autres véhicules automobiles",441220.0,Commerce de détail,"Concessionnaires de motocyclettes, de bateaux et d'autres véhicules automobiles",1144205292.0,Lennoxville,False,2020-02-18,2024-06-14,-71.8636569,45.376742
966,1e6b1e30-967b-4dcd-8bb9-f05d6a0f6b90,281,Rue Queen,,J1M 1K8,1,AUTO VALUE TURCOTTE ALIGNEMENT,819 564-7805,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1163078356.0,Lennoxville,True,2020-02-18,2024-06-14,-71.8634761,45.3758235
967,44ff0084-c8a5-4d04-9290-c2b315df460f,263,Rue Queen,,J1M 1K8,1,RESTAURANT SHALIMAR,819 823-9683,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1170902143.0,Lennoxville,False,2020-02-18,2024-06-14,-71.86223989999999,45.3750082
968,c99bb17e-a34d-4b3a-8dd4-342ad5a1d224,268,Rue Queen,,J1M 1K6,1,GARAGE N. BERNIER,819 563-4933,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,2267310656.0,Lennoxville,False,2020-02-18,2024-06-14,-71.8611978,45.3748399
969,26411b7d-66c7-4b65-9115-5e82b948358e,249,Rue Queen,,J1M 1K5,"1, 2",CLINIQUE D'ÉPILATION PAR  LASER ET D’ESTHÉTIQUE GRACIA JAQUELIN,819 347-2880,False,Commerce,Services aux consommateurs,Soins personnels,Salons de beauté,812115.0,Autres services (sauf les administrations publiques),Salons de beauté,1165658759.0,Lennoxville,False,2020-02-18,2024-06-14,-71.86082329999999,45.3735673
970,3f20a024-8a25-4e1f-890e-99cee6c6ea83,9,Rue Speid,,J1M 1R9,"1, 2",CENTRE CULTUREL ET DU PATRIMOINE D'UPLAND,819 564-0409,False,Commerce,"Restauration, divertissement et hôtellerie",Diffusion culturelle,Autres musées,712119.0,"Arts, spectacles et loisirs",Autres musées,1148586499.0,Lennoxville,False,2020-02-18,2024-06-21,-71.8605285,45.3686527
971,d6b9c9c3-9733-4aec-bff8-bffb1f2ec0c7,256,Rue Queen,,J1M 1K6,1,ST. ANDREW’S PRESBYTÉRIANISME CHURCH,819 569-3100,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1144980092.0,Lennoxville,False,2020-02-18,2024-06-14,-71.8602551,45.3738516
972,5023a3b5-4b69-4097-b0d6-e7c9abcbb1d1,219,Rue Queen,,J1M 1K4,"1, 2",CATCH THE FIRE SHERBROOKE,819 564-1377,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1162296207.0,Lennoxville,False,2020-02-18,2024-06-14,-71.85907519999999,45.3714379
973,e2efdbc9-a344-4acc-bcdd-a880fe5f39d5,215,Rue Queen,,J1M 1K3,1,MACKEY,819 829-0111,False,Commerce,Biens semi-courants,"Quincaillerie, centre de rénovation, jardinage",Quincailleries,444140.0,Commerce de détail,Quincailleries,1160482205.0,Lennoxville,False,2020-02-18,2024-06-14,-71.8585765,45.3709417
974,59738483-63f1-445d-ba2e-39e55b989b7e,6,Rue Speid,,J1M 1R6,1,CLUB DE CURLING DE LENNOXVILLE,819 562-2310,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Autres installations sportives,713992.0,"Arts, spectacles et loisirs",Autres installations sportives,1142492801.0,Lennoxville,False,2020-02-18,2024-06-21,-71.8582421,45.3688847
975,ee03730b-98bb-4bb2-9ff5-0e4b89a73f7b,218,Rue Queen,,J1M 1K2,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Lennoxville,False,2020-02-18,2024-06-14,-71.8582157,45.3716757
976,01800213-1cc4-4701-87f5-25dcfa551842,169,Rue Queen,,J1M 1K1,1,MAXI,819 823-0448,False,Commerce,Biens courants,Alimentation,Supermarchés et autres épiceries (sauf les dépanneurs),445110.0,Commerce de détail,Supermarchés et autres épiceries (sauf les dépanneurs),1166481482.0,Lennoxville,True,2020-02-18,2024-06-21,-71.8577011,45.3692159
977,e32d104a-5eab-4b02-966e-bdde9ff31555,47,Rue Queen,,J1M 1J2,1,GREEN RIDGE BAPTIST CHURCH,819 566-0831,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1142171397.0,Lennoxville,False,2020-02-18,2024-06-18,-71.8571819,45.36173999999999
978,74606491-a045-482e-ac61-f84a14b01aa8,101,Rue Queen,,J1M 1J7,1,BIBLIOTHÈQUE LENNOXVILLE,819 562-4949,False,Lieu public,Organismes publics et privés,Organismes publics,Bibliothèques,519211.0,Industrie de l'information et industrie culturelle,Bibliothèques,1142406025.0,Lennoxville,False,2020-02-18,2024-06-21,-71.8568195,45.3664224
979,178253fc-cfa1-44ae-bc03-1f2d42e49afc,3002,Rue College,,J1M 2H9,"1, 2",ASCOT MASONIC LODGE,,False,Commerce,Organismes publics et privés,"Organismes communautaires, fondations, groupes de citoyens",Organisations civiques et sociales,813410.0,Autres services (sauf les administrations publiques),Organisations civiques et sociales,,Lennoxville,False,2021-09-30,2024-06-21,-71.8571903,45.3664351
980,0a5148c6-bd6e-45f1-9b71-c85f0f4e3870,184,Rue Queen,,J1M 1J9,1,AIDEN PROFESSIONNEL ONGLES,819 791-0687,False,Commerce,Services aux consommateurs,Soins personnels,Salons de beauté,812115.0,Autres services (sauf les administrations publiques),Salons de beauté,,Lennoxville,False,2020-02-18,2024-06-14,-71.8569788,45.37001569999999
981,b493e3da-6fd0-43b5-9550-cb2c3477d66e,1035,Chemin Thomas-Woodward,,J1M 0B4,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Lennoxville,False,2020-02-18,2024-06-17,-71.85707359999999,45.3883002
982,6380ede7-bd64-4379-bd37-aff5924066d5,147,Rue Queen,,J1M 1J7,1,PHARMACIE JEAN COUTU,819 569-3601,False,Commerce,Biens courants,Pharmacies,Pharmacies,456110.0,Commerce de détail,Pharmacies,2272102882.0,Lennoxville,True,2020-02-18,2024-06-21,-71.8568945,45.3674543
983,40d086d4-6f2b-45f4-bd21-7d8eb3fb4111,116,Rue Queen,,J1M 1J6,1,PIZZAVILLE,819 564-2400,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Restaurants rapides, Cantines",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1143902014.0,Lennoxville,False,2020-02-18,2024-06-21,-71.8562841,45.36740809999999
984,43d04814-f9f9-4ea4-b083-e283601494cf,83,Rue Queen,,J1M 1J3,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Lennoxville,False,2020-02-18,2024-06-14,-71.8567912,45.3644941
985,abe76d3b-226c-47c3-88bf-b323837f578d,97,Rue Queen,,J1M 1J5,1,SUBWAY,819 562-4030,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Restaurants rapides, Cantines",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1168869858.0,Lennoxville,True,2020-02-18,2024-06-25,-71.8568572,45.3661285
986,ab519ad8-a4e7-40e6-92a3-b0baa315c1fc,182,Rue Queen,A,J1M 1J9,1,SALON LEN’S BARBER SHOP,819 820-5889,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure pour hommes,812114.0,Autres services (sauf les administrations publiques),Salons de coiffure pour hommes,,Lennoxville,False,2020-02-18,2024-06-14,-71.8568765,45.3698993
